pillar_x,upperH,lowerY,bird_x,bird_y,action
516,635,781,200,464,glide
513,635,781,200,467,glide
510,635,781,200,470,glide
507,635,781,200,473,glide
504,635,781,200,476,glide
501,635,781,200,479,glide
498,635,781,200,482,glide
495,635,781,200,485,glide
492,635,781,200,488,glide
489,635,781,200,491,flap
486,635,781,200,488,flap
483,635,781,200,485,flap
480,635,781,200,482,flap
477,635,781,200,479,flap
474,635,781,200,476,flap
471,635,781,200,473,glide
468,635,781,200,476,glide
465,635,781,200,479,glide
462,635,781,200,482,glide
459,635,781,200,485,glide
456,635,781,200,488,glide
453,635,781,200,491,glide
450,635,781,200,494,glide
447,635,781,200,497,glide
444,635,781,200,500,glide
441,635,781,200,503,glide
438,635,781,200,506,glide
435,635,781,200,509,glide
432,635,781,200,512,flap
429,635,781,200,509,flap
426,635,781,200,506,flap
423,635,781,200,503,flap
420,635,781,200,500,glide
417,635,781,200,503,glide
414,635,781,200,506,glide
411,635,781,200,509,glide
408,635,781,200,512,glide
405,635,781,200,515,glide
402,635,781,200,518,glide
399,635,781,200,521,glide
396,635,781,200,524,glide
393,635,781,200,527,glide
390,635,781,200,530,glide
387,635,781,200,533,glide
384,635,781,200,536,glide
381,635,781,200,539,glide
378,635,781,200,542,glide
375,635,781,200,545,glide
372,635,781,200,548,glide
369,635,781,200,551,glide
366,635,781,200,554,glide
363,635,781,200,557,glide
360,635,781,200,560,glide
357,635,781,200,563,glide
354,635,781,200,566,glide
351,635,781,200,569,glide
348,635,781,200,572,glide
345,635,781,200,575,glide
342,635,781,200,578,glide
339,635,781,200,581,glide
336,635,781,200,584,glide
333,635,781,200,587,glide
330,635,781,200,590,glide
327,635,781,200,593,glide
324,635,781,200,596,glide
321,635,781,200,599,glide
318,635,781,200,602,glide
315,635,781,200,605,glide
312,635,781,200,608,glide
309,635,781,200,611,glide
306,635,781,200,614,glide
303,635,781,200,617,glide
300,635,781,200,620,glide
297,635,781,200,623,glide
294,635,781,200,626,glide
291,635,781,200,629,glide
288,635,781,200,632,glide
285,635,781,200,635,glide
282,635,781,200,638,glide
279,635,781,200,641,glide
276,635,781,200,644,glide
273,635,781,200,647,glide
270,635,781,200,650,glide
267,635,781,200,653,glide
264,635,781,200,656,glide
261,635,781,200,659,glide
258,635,781,200,662,glide
255,635,781,200,665,glide
252,635,781,200,668,glide
249,635,781,200,671,flap
246,635,781,200,668,flap
243,635,781,200,665,flap
240,635,781,200,662,flap
237,635,781,200,659,glide
234,635,781,200,662,glide
231,635,781,200,665,glide
228,635,781,200,668,glide
225,635,781,200,671,glide
222,635,781,200,674,glide
219,635,781,200,677,glide
216,635,781,200,680,flap
213,635,781,200,677,flap
210,635,781,200,674,flap
207,635,781,200,671,flap
204,635,781,200,668,flap
201,635,781,200,665,glide
798,86,608,200,668,glide
795,86,608,200,671,glide
792,86,608,200,674,glide
789,86,608,200,677,flap
786,86,608,200,674,flap
783,86,608,200,671,flap
780,86,608,200,668,glide
777,86,608,200,671,glide
774,86,608,200,674,glide
771,86,608,200,677,flap
768,86,608,200,674,flap
765,86,608,200,671,flap
762,86,608,200,668,flap
759,86,608,200,665,flap
756,86,608,200,662,glide
753,86,608,200,665,glide
750,86,608,200,668,flap
747,86,608,200,665,flap
744,86,608,200,662,flap
741,86,608,200,659,flap
738,86,608,200,656,flap
735,86,608,200,653,flap
732,86,608,200,650,flap
729,86,608,200,647,flap
726,86,608,200,644,flap
723,86,608,200,641,flap
720,86,608,200,638,flap
717,86,608,200,635,flap
714,86,608,200,632,flap
711,86,608,200,629,flap
708,86,608,200,626,flap
705,86,608,200,623,flap
702,86,608,200,620,flap
699,86,608,200,617,flap
696,86,608,200,614,flap
693,86,608,200,611,flap
690,86,608,200,608,flap
687,86,608,200,605,flap
684,86,608,200,602,flap
681,86,608,200,599,flap
678,86,608,200,596,flap
675,86,608,200,593,flap
672,86,608,200,590,flap
669,86,608,200,587,flap
666,86,608,200,584,flap
663,86,608,200,581,flap
660,86,608,200,578,flap
657,86,608,200,575,flap
654,86,608,200,572,flap
651,86,608,200,569,flap
648,86,608,200,566,flap
645,86,608,200,563,flap
642,86,608,200,560,flap
639,86,608,200,557,flap
636,86,608,200,554,flap
633,86,608,200,551,flap
630,86,608,200,548,flap
627,86,608,200,545,flap
624,86,608,200,542,flap
621,86,608,200,539,flap
618,86,608,200,536,flap
615,86,608,200,533,flap
612,86,608,200,530,flap
609,86,608,200,527,flap
606,86,608,200,524,flap
603,86,608,200,521,flap
600,86,608,200,518,flap
597,86,608,200,515,flap
594,86,608,200,512,flap
591,86,608,200,509,flap
588,86,608,200,506,flap
585,86,608,200,503,flap
582,86,608,200,500,flap
579,86,608,200,497,flap
576,86,608,200,494,flap
573,86,608,200,491,flap
570,86,608,200,488,flap
567,86,608,200,485,flap
564,86,608,200,482,flap
561,86,608,200,479,flap
558,86,608,200,476,flap
555,86,608,200,473,flap
552,86,608,200,470,flap
549,86,608,200,467,flap
546,86,608,200,464,flap
543,86,608,200,461,flap
540,86,608,200,458,flap
537,86,608,200,455,flap
534,86,608,200,452,flap
531,86,608,200,449,flap
528,86,608,200,446,flap
525,86,608,200,443,flap
522,86,608,200,440,flap
519,86,608,200,437,flap
516,86,608,200,434,glide
513,86,608,200,437,glide
510,86,608,200,440,glide
507,86,608,200,443,glide
504,86,608,200,446,glide
501,86,608,200,449,glide
498,86,608,200,452,glide
495,86,608,200,455,glide
492,86,608,200,458,glide
489,86,608,200,461,glide
486,86,608,200,464,glide
483,86,608,200,467,glide
480,86,608,200,470,glide
477,86,608,200,473,glide
474,86,608,200,476,glide
471,86,608,200,479,glide
468,86,608,200,482,glide
465,86,608,200,485,glide
462,86,608,200,488,glide
459,86,608,200,491,glide
456,86,608,200,494,glide
453,86,608,200,497,glide
450,86,608,200,500,flap
447,86,608,200,497,flap
444,86,608,200,494,flap
441,86,608,200,491,flap
438,86,608,200,488,flap
435,86,608,200,485,flap
432,86,608,200,482,flap
429,86,608,200,479,flap
426,86,608,200,476,flap
423,86,608,200,473,flap
420,86,608,200,470,flap
417,86,608,200,467,flap
414,86,608,200,464,flap
411,86,608,200,461,flap
408,86,608,200,458,flap
405,86,608,200,455,flap
402,86,608,200,452,flap
399,86,608,200,449,flap
396,86,608,200,446,flap
393,86,608,200,443,flap
390,86,608,200,440,flap
387,86,608,200,437,glide
384,86,608,200,440,glide
381,86,608,200,443,glide
378,86,608,200,446,glide
375,86,608,200,449,glide
372,86,608,200,452,glide
369,86,608,200,455,glide
366,86,608,200,458,glide
363,86,608,200,461,glide
360,86,608,200,464,glide
357,86,608,200,467,glide
354,86,608,200,470,glide
351,86,608,200,473,glide
348,86,608,200,476,flap
345,86,608,200,473,flap
342,86,608,200,470,flap
339,86,608,200,467,flap
336,86,608,200,464,flap
333,86,608,200,461,flap
330,86,608,200,458,flap
327,86,608,200,455,flap
324,86,608,200,452,flap
321,86,608,200,449,flap
318,86,608,200,446,flap
315,86,608,200,443,flap
312,86,608,200,440,flap
309,86,608,200,437,flap
306,86,608,200,434,flap
303,86,608,200,431,flap
300,86,608,200,428,flap
297,86,608,200,425,flap
294,86,608,200,422,flap
291,86,608,200,419,flap
288,86,608,200,416,flap
285,86,608,200,413,flap
282,86,608,200,410,flap
279,86,608,200,407,glide
276,86,608,200,410,glide
273,86,608,200,413,glide
270,86,608,200,416,glide
267,86,608,200,419,glide
264,86,608,200,422,glide
261,86,608,200,425,glide
258,86,608,200,428,glide
255,86,608,200,431,glide
252,86,608,200,434,glide
249,86,608,200,437,glide
246,86,608,200,440,flap
243,86,608,200,437,flap
240,86,608,200,434,flap
237,86,608,200,431,flap
234,86,608,200,428,flap
231,86,608,200,425,flap
228,86,608,200,422,flap
225,86,608,200,419,flap
222,86,608,200,416,flap
219,86,608,200,413,flap
216,86,608,200,410,flap
213,86,608,200,407,flap
210,86,608,200,404,flap
207,86,608,200,401,flap
204,86,608,200,398,flap
201,86,608,200,395,flap
798,264,495,200,392,flap
795,264,495,200,389,flap
792,264,495,200,386,flap
789,264,495,200,383,flap
786,264,495,200,380,flap
783,264,495,200,377,flap
780,264,495,200,374,flap
777,264,495,200,371,glide
774,264,495,200,374,glide
771,264,495,200,377,glide
768,264,495,200,380,glide
765,264,495,200,383,glide
762,264,495,200,386,glide
759,264,495,200,389,glide
756,264,495,200,392,glide
753,264,495,200,395,glide
750,264,495,200,398,glide
747,264,495,200,401,glide
744,264,495,200,404,glide
741,264,495,200,407,glide
738,264,495,200,410,glide
735,264,495,200,413,glide
732,264,495,200,416,glide
729,264,495,200,419,flap
726,264,495,200,416,flap
723,264,495,200,413,flap
720,264,495,200,410,flap
717,264,495,200,407,flap
714,264,495,200,404,flap
711,264,495,200,401,flap
708,264,495,200,398,flap
705,264,495,200,395,flap
702,264,495,200,392,flap
699,264,495,200,389,flap
696,264,495,200,386,flap
693,264,495,200,383,flap
690,264,495,200,380,flap
687,264,495,200,377,flap
684,264,495,200,374,flap
681,264,495,200,371,flap
678,264,495,200,368,flap
675,264,495,200,365,glide
672,264,495,200,368,glide
669,264,495,200,371,glide
666,264,495,200,374,glide
663,264,495,200,377,glide
660,264,495,200,380,glide
657,264,495,200,383,glide
654,264,495,200,386,glide
651,264,495,200,389,glide
648,264,495,200,392,glide
645,264,495,200,395,glide
642,264,495,200,398,glide
639,264,495,200,401,glide
636,264,495,200,404,glide
633,264,495,200,407,glide
630,264,495,200,410,glide
627,264,495,200,413,glide
624,264,495,200,416,glide
621,264,495,200,419,glide
618,264,495,200,422,glide
615,264,495,200,425,glide
612,264,495,200,428,glide
609,264,495,200,431,glide
606,264,495,200,434,glide
603,264,495,200,437,glide
600,264,495,200,440,glide
597,264,495,200,443,glide
594,264,495,200,446,glide
591,264,495,200,449,glide
588,264,495,200,452,glide
585,264,495,200,455,glide
582,264,495,200,458,glide
579,264,495,200,461,glide
576,264,495,200,464,glide
573,264,495,200,467,glide
570,264,495,200,470,glide
567,264,495,200,473,glide
564,264,495,200,476,glide
561,264,495,200,479,glide
558,264,495,200,482,glide
555,264,495,200,485,flap
552,264,495,200,482,flap
549,264,495,200,479,flap
546,264,495,200,476,flap
543,264,495,200,473,flap
540,264,495,200,470,flap
537,264,495,200,467,flap
534,264,495,200,464,flap
531,264,495,200,461,flap
528,264,495,200,458,flap
525,264,495,200,455,flap
522,264,495,200,452,flap
519,264,495,200,449,flap
516,264,495,200,446,flap
513,264,495,200,443,glide
510,264,495,200,446,glide
507,264,495,200,449,glide
504,264,495,200,452,glide
501,264,495,200,455,glide
498,264,495,200,458,glide
495,264,495,200,461,glide
492,264,495,200,464,glide
489,264,495,200,467,glide
486,264,495,200,470,glide
483,264,495,200,473,glide
480,264,495,200,476,glide
477,264,495,200,479,glide
474,264,495,200,482,glide
471,264,495,200,485,glide
468,264,495,200,488,flap
465,264,495,200,485,flap
462,264,495,200,482,flap
459,264,495,200,479,flap
456,264,495,200,476,flap
453,264,495,200,473,flap
450,264,495,200,470,flap
447,264,495,200,467,flap
444,264,495,200,464,flap
441,264,495,200,461,flap
438,264,495,200,458,flap
435,264,495,200,455,flap
432,264,495,200,452,flap
429,264,495,200,449,flap
426,264,495,200,446,flap
423,264,495,200,443,flap
420,264,495,200,440,flap
417,264,495,200,437,flap
414,264,495,200,434,flap
411,264,495,200,431,glide
408,264,495,200,434,glide
405,264,495,200,437,glide
402,264,495,200,440,glide
399,264,495,200,443,glide
396,264,495,200,446,glide
393,264,495,200,449,glide
390,264,495,200,452,glide
387,264,495,200,455,glide
384,264,495,200,458,glide
381,264,495,200,461,glide
378,264,495,200,464,glide
375,264,495,200,467,flap
372,264,495,200,464,flap
369,264,495,200,461,flap
366,264,495,200,458,flap
363,264,495,200,455,flap
360,264,495,200,452,flap
357,264,495,200,449,flap
354,264,495,200,446,flap
351,264,495,200,443,flap
348,264,495,200,440,flap
345,264,495,200,437,flap
342,264,495,200,434,flap
339,264,495,200,431,flap
336,264,495,200,428,flap
333,264,495,200,425,flap
330,264,495,200,422,flap
327,264,495,200,419,flap
324,264,495,200,416,glide
321,264,495,200,419,glide
318,264,495,200,422,glide
315,264,495,200,425,glide
312,264,495,200,428,glide
309,264,495,200,431,glide
306,264,495,200,434,glide
303,264,495,200,437,glide
300,264,495,200,440,glide
297,264,495,200,443,flap
294,264,495,200,440,flap
291,264,495,200,437,flap
288,264,495,200,434,flap
285,264,495,200,431,flap
282,264,495,200,428,flap
279,264,495,200,425,flap
276,264,495,200,422,flap
273,264,495,200,419,flap
270,264,495,200,416,flap
267,264,495,200,413,flap
264,264,495,200,410,flap
261,264,495,200,407,flap
258,264,495,200,404,flap
255,264,495,200,401,flap
252,264,495,200,398,flap
249,264,495,200,395,flap
246,264,495,200,392,flap
243,264,495,200,389,flap
240,264,495,200,386,flap
237,264,495,200,383,flap
234,264,495,200,380,glide
231,264,495,200,383,glide
228,264,495,200,386,glide
225,264,495,200,389,glide
222,264,495,200,392,glide
219,264,495,200,395,glide
216,264,495,200,398,glide
213,264,495,200,401,glide
210,264,495,200,404,glide
207,264,495,200,407,glide
204,264,495,200,410,flap
201,264,495,200,407,flap
798,301,658,200,404,flap
795,301,658,200,401,flap
792,301,658,200,398,flap
789,301,658,200,395,flap
786,301,658,200,392,flap
783,301,658,200,389,flap
780,301,658,200,386,flap
777,301,658,200,383,flap
774,301,658,200,380,flap
771,301,658,200,377,flap
768,301,658,200,374,flap
765,301,658,200,371,flap
762,301,658,200,368,flap
759,301,658,200,365,flap
756,301,658,200,362,flap
753,301,658,200,359,flap
750,301,658,200,356,flap
747,301,658,200,353,glide
744,301,658,200,356,glide
741,301,658,200,359,glide
738,301,658,200,362,glide
735,301,658,200,365,glide
732,301,658,200,368,glide
729,301,658,200,371,glide
726,301,658,200,374,glide
723,301,658,200,377,glide
720,301,658,200,380,glide
717,301,658,200,383,glide
714,301,658,200,386,glide
711,301,658,200,389,glide
708,301,658,200,392,glide
705,301,658,200,395,glide
702,301,658,200,398,glide
699,301,658,200,401,glide
696,301,658,200,404,glide
693,301,658,200,407,glide
690,301,658,200,410,glide
687,301,658,200,413,glide
684,301,658,200,416,glide
681,301,658,200,419,glide
678,301,658,200,422,glide
675,301,658,200,425,glide
672,301,658,200,428,glide
669,301,658,200,431,glide
666,301,658,200,434,glide
663,301,658,200,437,glide
660,301,658,200,440,glide
657,301,658,200,443,glide
654,301,658,200,446,glide
651,301,658,200,449,glide
648,301,658,200,452,glide
645,301,658,200,455,glide
642,301,658,200,458,glide
639,301,658,200,461,flap
636,301,658,200,458,flap
633,301,658,200,455,flap
630,301,658,200,452,flap
627,301,658,200,449,flap
624,301,658,200,446,flap
621,301,658,200,443,flap
618,301,658,200,440,flap
615,301,658,200,437,flap
612,301,658,200,434,flap
609,301,658,200,431,flap
606,301,658,200,428,flap
603,301,658,200,425,flap
600,301,658,200,422,flap
597,301,658,200,419,flap
594,301,658,200,416,flap
591,301,658,200,413,flap
588,301,658,200,410,flap
585,301,658,200,407,flap
582,301,658,200,404,flap
579,301,658,200,401,glide
576,301,658,200,404,glide
573,301,658,200,407,glide
570,301,658,200,410,glide
567,301,658,200,413,glide
564,301,658,200,416,glide
561,301,658,200,419,glide
558,301,658,200,422,glide
555,301,658,200,425,glide
552,301,658,200,428,glide
549,301,658,200,431,glide
546,301,658,200,434,glide
543,301,658,200,437,glide
540,301,658,200,440,glide
537,301,658,200,443,glide
534,301,658,200,446,glide
531,301,658,200,449,glide
528,301,658,200,452,glide
525,301,658,200,455,glide
522,301,658,200,458,glide
519,301,658,200,461,glide
516,301,658,200,464,glide
513,301,658,200,467,glide
510,301,658,200,470,glide
507,301,658,200,473,glide
504,301,658,200,476,flap
501,301,658,200,473,flap
498,301,658,200,470,flap
495,301,658,200,467,flap
492,301,658,200,464,flap
489,301,658,200,461,flap
486,301,658,200,458,flap
483,301,658,200,455,flap
480,301,658,200,452,flap
477,301,658,200,449,flap
474,301,658,200,446,flap
471,301,658,200,443,flap
468,301,658,200,440,flap
465,301,658,200,437,flap
462,301,658,200,434,flap
459,301,658,200,431,flap
456,301,658,200,428,flap
453,301,658,200,425,flap
450,301,658,200,422,flap
447,301,658,200,419,flap
444,301,658,200,416,flap
441,301,658,200,413,glide
438,301,658,200,416,glide
435,301,658,200,419,glide
432,301,658,200,422,glide
429,301,658,200,425,glide
426,301,658,200,428,glide
423,301,658,200,431,glide
420,301,658,200,434,glide
417,301,658,200,437,glide
414,301,658,200,440,glide
411,301,658,200,443,glide
408,301,658,200,446,glide
405,301,658,200,449,glide
402,301,658,200,452,glide
399,301,658,200,455,glide
396,301,658,200,458,glide
393,301,658,200,461,glide
390,301,658,200,464,glide
387,301,658,200,467,glide
384,301,658,200,470,glide
381,301,658,200,473,glide
378,301,658,200,476,glide
375,301,658,200,479,glide
372,301,658,200,482,glide
369,301,658,200,485,glide
366,301,658,200,488,glide
363,301,658,200,491,glide
360,301,658,200,494,glide
357,301,658,200,497,glide
354,301,658,200,500,glide
351,301,658,200,503,glide
348,301,658,200,506,glide
345,301,658,200,509,glide
342,301,658,200,512,glide
339,301,658,200,515,glide
336,301,658,200,518,flap
333,301,658,200,515,flap
330,301,658,200,512,flap
327,301,658,200,509,flap
324,301,658,200,506,flap
321,301,658,200,503,flap
318,301,658,200,500,flap
315,301,658,200,497,flap
312,301,658,200,494,flap
309,301,658,200,491,flap
306,301,658,200,488,flap
303,301,658,200,485,flap
300,301,658,200,482,flap
297,301,658,200,479,flap
294,301,658,200,476,flap
291,301,658,200,473,flap
288,301,658,200,470,flap
285,301,658,200,467,flap
282,301,658,200,464,flap
279,301,658,200,461,glide
276,301,658,200,464,glide
273,301,658,200,467,glide
270,301,658,200,470,glide
267,301,658,200,473,glide
264,301,658,200,476,glide
261,301,658,200,479,glide
258,301,658,200,482,glide
255,301,658,200,485,glide
252,301,658,200,488,glide
249,301,658,200,491,glide
246,301,658,200,494,glide
243,301,658,200,497,glide
240,301,658,200,500,glide
237,301,658,200,503,glide
234,301,658,200,506,glide
231,301,658,200,509,glide
228,301,658,200,512,glide
225,301,658,200,515,glide
222,301,658,200,518,glide
219,301,658,200,521,glide
216,301,658,200,524,glide
213,301,658,200,527,glide
210,301,658,200,530,glide
207,301,658,200,533,glide
204,301,658,200,536,glide
201,301,658,200,539,glide
798,557,702,200,542,glide
795,557,702,200,545,glide
792,557,702,200,548,glide
789,557,702,200,551,glide
786,557,702,200,554,glide
783,557,702,200,557,glide
780,557,702,200,560,glide
777,557,702,200,563,glide
774,557,702,200,566,glide
771,557,702,200,569,glide
768,557,702,200,572,glide
765,557,702,200,575,glide
762,557,702,200,578,glide
759,557,702,200,581,glide
756,557,702,200,584,glide
753,557,702,200,587,glide
750,557,702,200,590,glide
747,557,702,200,593,glide
744,557,702,200,596,glide
741,557,702,200,599,glide
738,557,702,200,602,glide
735,557,702,200,605,glide
732,557,702,200,608,glide
729,557,702,200,611,glide
726,557,702,200,614,glide
723,557,702,200,617,glide
720,557,702,200,620,glide
717,557,702,200,623,glide
714,557,702,200,626,glide
711,557,702,200,629,glide
708,557,702,200,632,glide
705,557,702,200,635,glide
702,557,702,200,638,glide
699,557,702,200,641,flap
696,557,702,200,638,flap
693,557,702,200,635,flap
690,557,702,200,632,flap
687,557,702,200,629,flap
684,557,702,200,626,flap
681,557,702,200,623,flap
678,557,702,200,620,flap
675,557,702,200,617,flap
672,557,702,200,614,flap
669,557,702,200,611,flap
666,557,702,200,608,flap
663,557,702,200,605,flap
660,557,702,200,602,flap
657,557,702,200,599,flap
654,557,702,200,596,flap
651,557,702,200,593,flap
648,557,702,200,590,glide
645,557,702,200,593,glide
642,557,702,200,596,glide
639,557,702,200,599,glide
636,557,702,200,602,glide
633,557,702,200,605,glide
630,557,702,200,608,glide
627,557,702,200,611,glide
624,557,702,200,614,glide
621,557,702,200,617,glide
618,557,702,200,620,glide
615,557,702,200,623,glide
612,557,702,200,626,glide
609,557,702,200,629,glide
606,557,702,200,632,glide
603,557,702,200,635,glide
600,557,702,200,638,glide
597,557,702,200,641,glide
594,557,702,200,644,glide
591,557,702,200,647,glide
588,557,702,200,650,glide
585,557,702,200,653,flap
582,557,702,200,650,flap
579,557,702,200,647,flap
576,557,702,200,644,flap
573,557,702,200,641,flap
570,557,702,200,638,flap
567,557,702,200,635,flap
564,557,702,200,632,flap
561,557,702,200,629,flap
558,557,702,200,626,flap
555,557,702,200,623,flap
552,557,702,200,620,flap
549,557,702,200,617,flap
546,557,702,200,614,flap
543,557,702,200,611,flap
540,557,702,200,608,flap
537,557,702,200,605,flap
534,557,702,200,602,glide
531,557,702,200,605,glide
528,557,702,200,608,glide
525,557,702,200,611,glide
522,557,702,200,614,glide
519,557,702,200,617,glide
516,557,702,200,620,glide
513,557,702,200,623,glide
510,557,702,200,626,glide
507,557,702,200,629,glide
504,557,702,200,632,glide
501,557,702,200,635,glide
498,557,702,200,638,glide
495,557,702,200,641,glide
492,557,702,200,644,glide
489,557,702,200,647,glide
486,557,702,200,650,glide
483,557,702,200,653,flap
480,557,702,200,650,flap
477,557,702,200,647,flap
474,557,702,200,644,flap
471,557,702,200,641,flap
468,557,702,200,638,flap
465,557,702,200,635,flap
462,557,702,200,632,flap
459,557,702,200,629,flap
456,557,702,200,626,flap
453,557,702,200,623,flap
450,557,702,200,620,flap
447,557,702,200,617,flap
444,557,702,200,614,flap
441,557,702,200,611,glide
438,557,702,200,614,glide
435,557,702,200,617,glide
432,557,702,200,620,glide
429,557,702,200,623,glide
426,557,702,200,626,glide
423,557,702,200,629,glide
420,557,702,200,632,glide
417,557,702,200,635,glide
414,557,702,200,638,glide
411,557,702,200,641,glide
408,557,702,200,644,glide
405,557,702,200,647,glide
402,557,702,200,650,glide
399,557,702,200,653,flap
396,557,702,200,650,flap
393,557,702,200,647,flap
390,557,702,200,644,flap
387,557,702,200,641,flap
384,557,702,200,638,flap
381,557,702,200,635,flap
378,557,702,200,632,flap
375,557,702,200,629,flap
372,557,702,200,626,flap
369,557,702,200,623,flap
366,557,702,200,620,flap
363,557,702,200,617,flap
360,557,702,200,614,flap
357,557,702,200,611,flap
354,557,702,200,608,flap
351,557,702,200,605,flap
348,557,702,200,602,glide
345,557,702,200,605,glide
342,557,702,200,608,glide
339,557,702,200,611,glide
336,557,702,200,614,glide
333,557,702,200,617,glide
330,557,702,200,620,glide
327,557,702,200,623,glide
324,557,702,200,626,glide
321,557,702,200,629,glide
318,557,702,200,632,glide
315,557,702,200,635,glide
312,557,702,200,638,glide
309,557,702,200,641,glide
306,557,702,200,644,glide
303,557,702,200,647,glide
300,557,702,200,650,glide
297,557,702,200,653,glide
294,557,702,200,656,glide
291,557,702,200,659,flap
288,557,702,200,656,flap
285,557,702,200,653,flap
282,557,702,200,650,flap
279,557,702,200,647,flap
276,557,702,200,644,flap
273,557,702,200,641,flap
270,557,702,200,638,flap
267,557,702,200,635,flap
264,557,702,200,632,flap
261,557,702,200,629,flap
258,557,702,200,626,flap
255,557,702,200,623,flap
252,557,702,200,620,glide
249,557,702,200,623,glide
246,557,702,200,626,glide
243,557,702,200,629,glide
240,557,702,200,632,glide
237,557,702,200,635,glide
234,557,702,200,638,glide
231,557,702,200,641,glide
228,557,702,200,644,glide
225,557,702,200,647,glide
222,557,702,200,650,glide
219,557,702,200,653,glide
216,557,702,200,656,glide
213,557,702,200,659,flap
210,557,702,200,656,flap
207,557,702,200,653,flap
204,557,702,200,650,flap
201,557,702,200,647,flap
801,58,701,200,644,flap
798,58,701,200,641,flap
795,58,701,200,638,flap
792,58,701,200,635,flap
789,58,701,200,632,flap
786,58,701,200,629,flap
783,58,701,200,626,flap
780,58,701,200,623,flap
777,58,701,200,620,flap
774,58,701,200,617,flap
771,58,701,200,614,flap
768,58,701,200,611,flap
765,58,701,200,608,glide
762,58,701,200,611,glide
759,58,701,200,614,glide
756,58,701,200,617,glide
753,58,701,200,620,glide
750,58,701,200,623,glide
747,58,701,200,626,flap
744,58,701,200,623,flap
741,58,701,200,620,flap
738,58,701,200,617,flap
735,58,701,200,614,flap
732,58,701,200,611,flap
729,58,701,200,608,flap
726,58,701,200,605,flap
723,58,701,200,602,flap
720,58,701,200,599,flap
717,58,701,200,596,flap
714,58,701,200,593,flap
711,58,701,200,590,flap
708,58,701,200,587,flap
705,58,701,200,584,flap
702,58,701,200,581,flap
699,58,701,200,578,flap
696,58,701,200,575,flap
693,58,701,200,572,flap
690,58,701,200,569,flap
687,58,701,200,566,flap
684,58,701,200,563,flap
681,58,701,200,560,flap
678,58,701,200,557,flap
675,58,701,200,554,glide
672,58,701,200,557,glide
669,58,701,200,560,glide
666,58,701,200,563,glide
663,58,701,200,566,glide
660,58,701,200,569,glide
657,58,701,200,572,glide
654,58,701,200,575,flap
651,58,701,200,572,flap
648,58,701,200,569,flap
645,58,701,200,566,flap
642,58,701,200,563,flap
639,58,701,200,560,flap
636,58,701,200,557,flap
633,58,701,200,554,flap
630,58,701,200,551,flap
627,58,701,200,548,flap
624,58,701,200,545,flap
621,58,701,200,542,flap
618,58,701,200,539,flap
615,58,701,200,536,flap
612,58,701,200,533,flap
609,58,701,200,530,flap
606,58,701,200,527,flap
603,58,701,200,524,flap
600,58,701,200,521,flap
597,58,701,200,518,flap
594,58,701,200,515,flap
591,58,701,200,512,flap
588,58,701,200,509,glide
585,58,701,200,512,glide
582,58,701,200,515,glide
579,58,701,200,518,glide
576,58,701,200,521,glide
573,58,701,200,524,glide
570,58,701,200,527,glide
567,58,701,200,530,flap
564,58,701,200,527,flap
561,58,701,200,524,flap
558,58,701,200,521,flap
555,58,701,200,518,flap
552,58,701,200,515,flap
549,58,701,200,512,flap
546,58,701,200,509,flap
543,58,701,200,506,flap
540,58,701,200,503,flap
537,58,701,200,500,flap
534,58,701,200,497,flap
531,58,701,200,494,flap
528,58,701,200,491,flap
525,58,701,200,488,flap
522,58,701,200,485,flap
519,58,701,200,482,flap
516,58,701,200,479,flap
513,58,701,200,476,flap
510,58,701,200,473,flap
507,58,701,200,470,flap
504,58,701,200,467,flap
501,58,701,200,464,flap
498,58,701,200,461,flap
495,58,701,200,458,flap
492,58,701,200,455,flap
489,58,701,200,452,flap
486,58,701,200,449,flap
483,58,701,200,446,flap
480,58,701,200,443,flap
477,58,701,200,440,glide
474,58,701,200,443,glide
471,58,701,200,446,glide
468,58,701,200,449,glide
465,58,701,200,452,glide
462,58,701,200,455,glide
459,58,701,200,458,glide
456,58,701,200,461,glide
453,58,701,200,464,glide
450,58,701,200,467,glide
447,58,701,200,470,glide
444,58,701,200,473,glide
441,58,701,200,476,glide
438,58,701,200,479,glide
435,58,701,200,482,glide
432,58,701,200,485,glide
429,58,701,200,488,glide
426,58,701,200,491,glide
423,58,701,200,494,glide
420,58,701,200,497,flap
417,58,701,200,494,flap
414,58,701,200,491,flap
411,58,701,200,488,flap
408,58,701,200,485,flap
405,58,701,200,482,flap
402,58,701,200,479,flap
399,58,701,200,476,flap
396,58,701,200,473,flap
393,58,701,200,470,flap
390,58,701,200,467,flap
387,58,701,200,464,flap
384,58,701,200,461,flap
381,58,701,200,458,flap
378,58,701,200,455,flap
375,58,701,200,452,flap
372,58,701,200,449,flap
369,58,701,200,446,flap
366,58,701,200,443,flap
363,58,701,200,440,flap
360,58,701,200,437,flap
357,58,701,200,434,glide
354,58,701,200,437,glide
351,58,701,200,440,glide
348,58,701,200,443,glide
345,58,701,200,446,glide
342,58,701,200,449,glide
339,58,701,200,452,glide
336,58,701,200,455,glide
333,58,701,200,458,glide
330,58,701,200,461,glide
327,58,701,200,464,glide
324,58,701,200,467,glide
321,58,701,200,470,glide
318,58,701,200,473,glide
315,58,701,200,476,glide
312,58,701,200,479,glide
309,58,701,200,482,glide
306,58,701,200,485,glide
303,58,701,200,488,glide
300,58,701,200,491,glide
